kelompok,ruas,sk_tarif,tanggal_sk,sistem,asal,tujuan,gol_I,gol_II_III,gol_IV_V,sumber
Trans Jawa,Surabaya-Mojokerto,KEPMEN PUPR Nomor 1306/KPTS/M/2024,19 Juni 2024,tertutup,Wringinanom Junction,WRR / Warugunung,20000,32500,49500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Barat,Balaraja Timur,3000,4500,6000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Barat,Cikande,11500,18000,23500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Barat,Cikupa,6500,10000,13000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Barat,Cilegon Barat,48500,76500,98500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Barat,Cilegon Timur,41500,65500,84500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Barat,Ciujung,18000,28500,36500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Barat,Merak,51500,81000,105000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Barat,SS Walantaka,21500,34000,44000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Barat,Serang Barat,33500,52500,67500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Barat,Serang Timur,28500,45000,58000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Timur,Balaraja Barat,3000,4500,6000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Timur,Cikande,14500,22500,29000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Timur,Cikupa,3500,5500,7000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Timur,Cilegon Barat,51500,81000,104500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Timur,Cilegon Timur,44500,70000,90500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Timur,Ciujung,21000,33000,42500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Timur,Merak,54500,85500,110500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Timur,SS Walantaka,24500,38500,49500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Timur,Serang Barat,36000,56500,73500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Balaraja Timur,Serang Timur,31500,49500,64000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikande,Balaraja Barat,11500,18000,23500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikande,Balaraja Timur,14500,22500,29000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikande,Cikupa,18000,28000,36500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikande,Cilegon Barat,37000,58000,75500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikande,Cilegon Timur,30000,47500,61500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikande,Ciujung,6500,10000,13000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikande,Merak,40000,63000,81500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikande,SS Walantaka,10000,16000,20500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikande,Serang Barat,21500,34000,44000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikande,Serang Timur,17000,27000,34500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikupa,Balaraja Barat,6500,10000,13000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikupa,Balaraja Timur,3500,5500,7000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikupa,Cikande,18000,28000,36500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikupa,Cilegon Barat,55000,86500,111500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikupa,Cilegon Timur,48000,75500,97500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikupa,Ciujung,24500,38000,49500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikupa,Merak,58000,91000,117500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikupa,SS Walantaka,28000,44000,57000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikupa,Serang Barat,39500,62000,80500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cikupa,Serang Timur,35000,55000,71000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Barat,Balaraja Barat,48500,76500,98500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Barat,Balaraja Timur,51500,81000,104500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Barat,Cielgon Timur,7000,11000,14000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Barat,Cikande,37000,58000,75500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Barat,Cikupa,55000,86500,111500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Barat,Ciujung,30500,48000,62000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Barat,SS Walantaka,27000,42500,54500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Barat,Serang Barat,15500,24000,31000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Barat,Serang Timur,20000,31500,40500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Timur,Balaraja Barat,41500,65500,84500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Timur,Balaraja Timur,44500,70000,90500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Timur,Cikande,30000,47500,61500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Timur,Cikupa,48000,75500,97500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Timur,Cilegon Barat,7000,11000,14000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Timur,Ciujung,23500,37000,48000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Timur,Merak,10000,15500,20000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Timur,SS Walantaka,20000,31500,41000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Timur,Serang Barat,8500,13500,17000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Cilegon Timur,Serang Timur,13000,20500,26500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Ciujung,Balaraja Barat,18000,28500,36500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Ciujung,Balaraja Timur,21000,33000,42500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Ciujung,Cikande,6500,10000,13000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Ciujung,Cikupa,24500,38000,49500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Ciujung,Cilegon Barat,30500,48000,62000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Ciujung,Cilegon Timur,23500,37000,48000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Ciujung,Merak,33500,53000,68000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Ciujung,SS Walantaka,3500,5500,7500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Ciujung,Serang Barat,15500,24000,31000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Ciujung,Serang Timur,10500,16500,21500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Merak,Balaraja Barat,51500,81000,105000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Merak,Balaraja Timur,54500,85500,110500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Merak,Cikande,40000,63000,81500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Merak,Cikupa,58000,91000,117500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Merak,Cilegon Timur,10000,15500,20000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Merak,Ciujung,33500,53000,68000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Merak,SS Walantaka,30000,47000,61000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Merak,Serang Barat,18500,29000,37000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Merak,Serang Timur,23000,36000,46500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,SS Walantaka,Balaraja Barat,21500,34000,44000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,SS Walantaka,Balaraja Timur,24500,38500,49500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,SS Walantaka,Cikande,10000,16000,20500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,SS Walantaka,Cikupa,28000,44000,57000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,SS Walantaka,Cilegon Barat,27000,42500,54500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,SS Walantaka,Cilegon Timur,20000,31500,41000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,SS Walantaka,Ciujung,3500,5500,7500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,SS Walantaka,Merak,30000,47000,61000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,SS Walantaka,Serang Barat,11500,18500,23500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,SS Walantaka,Serang Timur,7000,11000,14000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Barat,Balaraja Barat,33500,52500,67500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Barat,Balaraja Timur,36000,56500,73500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Barat,Cikande,21500,34000,44000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Barat,Cikupa,39500,62000,80500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Barat,Cilegon Barat,15500,24000,31000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Barat,Cilegon Timur,8500,13500,17000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Barat,Ciujung,15500,24000,31000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Barat,Merak,18500,29000,37000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Barat,SS Walantaka,11500,18500,23500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Barat,Serang Timur,4500,7500,9500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Timur,Balaraja Barat,28500,45000,58000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Timur,Balaraja Timur,31500,49500,64000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Timur,Cikande,17000,27000,34500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Timur,Cikupa,35000,55000,71000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Timur,Cilegon Barat,20000,31500,40500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Timur,Cilegon Timur,13000,20500,26500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Timur,Ciujung,10500,16500,21500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Timur,Merak,23000,36000,46500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Timur,SS Walantaka,7000,11000,14000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
Trans Jawa,Tangerang-Merak,KEPMEN PUPR Nomor 176/KPTS/M/2025,10 Februari 2025,tertutup,Serang Timur,Serang Barat,4500,7500,9500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-TransJawa.pdf
