kelompok,ruas,sk_tarif,tanggal_sk,sistem,asal,tujuan,gol_I,gol_II_III,gol_IV_V,sumber
Jabodetabek,6 (Enam) Ruas Dalam Kota Jakarta Seksi A (Kelapa Gading-Pulo Gebang),KEPMEN PUPR Nomor 544/KPTS/M/2024,29 Februari 2024,tertutup,Kelapa Gading,Pulogebang,22000,33000,44000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Akses Tanjung Priuk,KEPMEN PUPR Nomor 1604/KPTS/M/2023,16 November 2023,tertutup,Akses Tanjung Priok,"Seksi E1,E2,E2A",17000,25000,33500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Bekasi-Cawang-Kampung Melayu,KEPMEN PUPR Nomor 685/KPTS/M/2025,22 Juli 2025,tertutup,Casablanca,GT Bintara Jaya dan Jakasampurna,23000,34000,45500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Bekasi-Cawang-Kampung Melayu,KEPMEN PUPR Nomor 685/KPTS/M/2025,22 Juli 2025,tertutup,Casablanca,GT Jatiwaringin 1 dan 2,10500,16000,21000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Bekasi-Cawang-Kampung Melayu,KEPMEN PUPR Nomor 685/KPTS/M/2025,22 Juli 2025,tertutup,Casablanca,GT Marga Jaya 1 dan 2,29000,43500,58000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Bekasi-Cawang-Kampung Melayu,KEPMEN PUPR Nomor 685/KPTS/M/2025,22 Juli 2025,tertutup,Casablanca,GT Pondok Kelapa 1 dan 2,16000,24000,32000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Bogor Ring Road Seksi I-IIIA (Sentul Selatan-Simpang Semplak),KEPMEN PUPR Nomor 398/KPTS/M/2025,26 Maret 2025,tertutup,Sentul Selatan,Simpang Semplak,15000,22500,30000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cawang-Tj. Priok-Ancol Timur-Jembatan Tiga/Pluit,KEPMEN PUPR Nomor 2130/KPTS/M/2024,22 Agustus 2024,tertutup,Cawang,Jembatan Tiga/Pluit,11000,16500,19000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cawang-Tomang-Pluit (CTC),KEPMEN PUPR Nomor 2130/KPTS/M/2024,22 Agustus 2024,tertutup,Cawang,Pluit,11000,16500,19000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,Benda Utama,Jc Kunciran,22500,33500,45000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,Benda Utama,Pinang,19000,28000,37500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,Benda Utama,Tanah Tinggi,10500,16000,21000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,Buaran Indah,Jc Kunciran,9000,13000,17500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,Buaran Indah,Pinang,5000,8000,10500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,JC Benda,JC Kunciran,27000,41000,54500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,JC Benda,Pinang,23500,35500,47000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,JC Benda,Tanah Tinggi,15500,23000,30500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,JC Kunciran,Benda Utama,22500,33500,45000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,JC Kunciran,Buaran Indah,9000,13000,17500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,JC Kunciran,Jc Benda,27000,41000,54500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,JC Kunciran,Pinang,3000,4500,5500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,Pinang,Benda Utama,19000,28000,37500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,Pinang,Buaran Indah,5000,8000,10500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,Pinang,JC Kunciran,3000,4500,5500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,Pinang,Jc Benda,23500,35500,47000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,Tanah Tinggi,Benda Utama,10500,16000,21000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cengkareng-Batu Ceper-Kunciran,KEPMEN PUPR Nomor 1982/KPTS/M2023,29 Desember 2023,tertutup,Tanah Tinggi,Jc Benda,15500,23000,30500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 2 &3,KEPMEN PUPR Nomor 750/KPTS/M/2022,22 Juli 2022,tertutup,Cibitung,Gabus,25500,38000,50500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 2 &3,KEPMEN PUPR Nomor 750/KPTS/M/2022,22 Juli 2022,tertutup,Cibitung,Tarumajaya,54000,81000,107500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 2 &3,KEPMEN PUPR Nomor 750/KPTS/M/2022,22 Juli 2022,tertutup,Gabus,Cibitung,25500,38000,50500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 2 &3,KEPMEN PUPR Nomor 750/KPTS/M/2022,22 Juli 2022,tertutup,Gabus,Tarumajaya,28500,43000,57000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 2 &3,KEPMEN PUPR Nomor 750/KPTS/M/2022,22 Juli 2022,tertutup,Gabus,Telaga Asih,20000,30000,40000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 2 &3,KEPMEN PUPR Nomor 750/KPTS/M/2022,22 Juli 2022,tertutup,Tarumajaya,Cibitung,54000,81000,107500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 2 &3,KEPMEN PUPR Nomor 750/KPTS/M/2022,22 Juli 2022,tertutup,Tarumajaya,Gabus,28500,43000,57000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 2 &3,KEPMEN PUPR Nomor 750/KPTS/M/2022,22 Juli 2022,tertutup,Tarumajaya,Telaga Asih,48500,73000,97000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 2 &3,KEPMEN PUPR Nomor 750/KPTS/M/2022,22 Juli 2022,tertutup,Telaga Asih,Gabus,20000,30000,40000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 2 &3,KEPMEN PUPR Nomor 750/KPTS/M/2022,22 Juli 2022,tertutup,Telaga Asih,Tarumajaya,48500,73000,97000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 4,KEPMEN PUPR Nomor 800/KPTS/M/2023,26 Juli 2023,tertutup,Cibitung,Cilincing,68500,102500,136500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 4,KEPMEN PUPR Nomor 800/KPTS/M/2023,26 Juli 2023,tertutup,Cilincing,Cibitung,68500,102500,136500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 4,KEPMEN PUPR Nomor 800/KPTS/M/2023,26 Juli 2023,tertutup,Cilincing,Gabus,43000,64500,86000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 4,KEPMEN PUPR Nomor 800/KPTS/M/2023,26 Juli 2023,tertutup,Cilincing,Tarumajaya,14500,21500,29000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 4,KEPMEN PUPR Nomor 800/KPTS/M/2023,26 Juli 2023,tertutup,Cilincing,Telaga Asih,63000,94500,126000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 4,KEPMEN PUPR Nomor 800/KPTS/M/2023,26 Juli 2023,tertutup,Gabus,Cilincing,43000,64500,86000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 4,KEPMEN PUPR Nomor 800/KPTS/M/2023,26 Juli 2023,tertutup,Tarumajaya,Cilincing,14500,21500,29000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung - Cilincing Seksi 4,KEPMEN PUPR Nomor 800/KPTS/M/2023,26 Juli 2023,tertutup,Telaga Asih,Cilincing,63000,94500,126000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung-Cilincing Seksi 1,KEPMEN PUPR Nomor 2112/KPTS/M/2024,19 Agustus 2024,tertutup,Jc Cibitung,Telaga Asih,6500,9500,13000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cibitung-Cilincing Seksi 1,KEPMEN PUPR Nomor 2112/KPTS/M/2024,19 Agustus 2024,tertutup,Telaga Asih,Jc Cibitung,6500,9500,13000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 1 -2A,KEPMEN PUPR Nomor 856/KPTS/M/2023,31 Juli 2023,tertutup,Junction Cimanggis,On/Off Ramp Jatikarya,5500,8500,11500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 1 -2A,KEPMEN PUPR Nomor 856/KPTS/M/2023,31 Juli 2023,tertutup,Junction Cimanggis,Simpang Susun Cikeas,13500,20000,27000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 1 -2A,KEPMEN PUPR Nomor 856/KPTS/M/2023,31 Juli 2023,tertutup,On/Off Ramp Jatikarya,junction Cimanggis,5500,8500,11500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 1 -2A,KEPMEN PUPR Nomor 856/KPTS/M/2023,31 Juli 2023,tertutup,Simpang Susun Cikeas,Junction Cimanggis,13500,20000,27000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,JC Cibitung,Jatikarya,48500,72500,97000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,JC Cibitung,SS Cikeas,40500,61000,81000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,JC Cibitung,SS Narogong,34000,51500,68500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,JC Cibitung,SS Setu Selatan,21000,31500,42000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,JC Cibitung,SS Setu Utara,5000,7500,10000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,Jatikarya,JC Cibitung,48500,72500,97000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,Jatikarya,SS Cikeas,8000,11500,15500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,Jatikarya,SS Narogong,14000,21000,28500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,Jatikarya,SS Setu Selatan,27500,41000,54500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,Jatikarya,SS Setu Utara,43500,65500,87000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Cikeas,JC Cibitung,40500,61000,81000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Cikeas,Jatikarya,8000,11500,15500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Cikeas,SS Narogong,6500,9500,12500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Cikeas,SS Setu Selatan,19500,29000,39000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Cikeas,SS Setu Utara,35500,53500,71500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Narogong,JC Cibitung,34000,51500,68500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Narogong,Jatikarya,14000,21000,28500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Narogong,SS Cikeas,6500,9500,12500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Narogong,SS Setu Selatan,13000,19500,26500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Narogong,SS Setu Utara,29500,44000,58500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Setu Selatan,JC Cibitung,21000,31500,42000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Setu Selatan,Jatikarya,27500,41000,54500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Setu Selatan,SS Cikeas,19500,29000,39000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Setu Selatan,SS Narogong,13000,19500,26500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Setu Selatan,SS Setu Utara,16000,24500,32500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Setu Utara,JC Cibitung,5000,7500,10000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Setu Utara,Jatikarya,43500,65500,87000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Setu Utara,SS Cikeas,35500,53500,71500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Setu Utara,SS Narogong,29500,44000,58500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cimanggis-Cibitung Seksi 2B,KEPMEN PUPR Nomor 1627/KPTS/M/2024,9 Juli 2024,tertutup,SS Setu Utara,SS Setu Selatan,16000,24500,32500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Cinere-Jagorawi,KEPMEN PUPR Nomor 1916/KPTS/M/2023,18 Desember 2023,tertutup,SS Cimanggis,Cinere,15000,23000,30500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Depok-Antasari,KEPMEN PUPR Nomor 326/KPTS/M/2023,3 Maret 2023,terbuka,Antasari-Brigif-Sawangan,Antasari-Brigif-Sawangan,13500,20000,27000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,JORR NON S,KEPMEN PUPR Nomor 1604/KPTS/M/2023,16 November 2023,tertutup,Rorotan,Kebon Bawang,17000,25000,33500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,JORR S,KEPMEN PUPR Nomor 1604/KPTS/M/2023,16 November 2023,tertutup,Pondok Pinang,Taman Mini,17000,25000,33500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,JORR W1 (Kebon Jeruk-Penjaringan),KEPMEN PUPR Nomor 1604/KPTS/M/2023,16 November 2023,tertutup,Kebon Jeruk,Penjaringan,17000,25000,33500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,JORR W2 Utara (Kebon Jeruk-Ulujami),KEPMEN PUPR Nomor 1604/KPTS/M/2023,16 November 2023,tertutup,Kebon Jeruk,Ulujami,17000,25000,33500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Jakarta-Bogor-Ciawi,KEPMEN PUPR Nomor 854/KPTS/M/2023,31 Juli 2023,tertutup,Jakarta,Ciawi,7500,12000,17000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Kunciran-Serpong,KEPMEN PUPR Nomor 466/KPTS/M/2025,30 April 2025,tertutup,JC Kunciran,JC Serpong,21500,32500,43000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Kunciran-Serpong,KEPMEN PUPR Nomor 466/KPTS/M/2025,30 April 2025,tertutup,JC Kunciran,SS Parigi,13000,19500,26000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Kunciran-Serpong,KEPMEN PUPR Nomor 466/KPTS/M/2025,30 April 2025,tertutup,JC Serpong,JC Kunciran,21500,32500,43000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Kunciran-Serpong,KEPMEN PUPR Nomor 466/KPTS/M/2025,30 April 2025,tertutup,JC Serpong,SS Parigi,8500,13000,17000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Kunciran-Serpong,KEPMEN PUPR Nomor 466/KPTS/M/2025,30 April 2025,tertutup,SS Parigi,JC Kunciran,13000,19500,26000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Kunciran-Serpong,KEPMEN PUPR Nomor 466/KPTS/M/2025,30 April 2025,tertutup,SS Parigi,JC Serpong,8500,13000,17000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Pondok Aren-Bintaro Viaduct-Ulujami,KEPMEN PUPR Nomor 1604/KPTS/M/2023,16 November 2023,tertutup,Pondok Aren,Ulujami,17000,25000,33500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Pondok Aren-Serpong,KEPMEN PUPR Nomor 2149/KPTS/M/2024,27 Agustus 2024,tertutup,Pondok Aren,Serpong,9500,14000,18500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Prof.Dr.Ir.Soedijatmo,KEPMEN PU Nomor 1325/KPTS/M/2025,25 November 2025,terbuka,Prof.Dr.Ir.Soedijatmo,Prof.Dr.Ir.Soedijatmo,8500,11500,12500,himpunan awal tim; SK lebih baru daripada PDF BPJT Nov 2025
Jabodetabek,Serpong-Balaraja Seksi 1 (Serpong-SS Legok),KEPMEN PUPR Nomor 2808/KPTS/M/2024,17 Oktober 2024,tertutup,SS CBD,SS Legok,7000,11000,14500,himpunan awal tim; belum ada di PDF BPJT Nov 2025
Jabodetabek,Serpong-Balaraja Seksi 1 (Serpong-SS Legok),KEPMEN PUPR Nomor 2808/KPTS/M/2024,17 Oktober 2024,tertutup,Serpong,SS CBD,6000,9000,12500,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Serpong-Cinere Seksi 1 dan 2,KEPMEN PUPR Nomor 254/KPTS/M2024,2 Februari 2024,tertutup,Cinere,Junction Serpong,18500,28000,37000,https://bpjt.pu.go.id/wp-content/uploads/Tarif-Tol-Jabodetabek.pdf
Jabodetabek,Serpong-Cinere Seksi 1 dan 2,KEPMEN PUPR Nomor 254/KPTS/M2024,2 Februari 2024,tertutup,Cinere,Pamulang,6500,10000,13500,himpunan awal tim; SK lebih baru daripada PDF BPJT Nov 2025
